NodeName,TCP_x,TCP_y,TCP_z,TCP_Rx,TCP_Ry,TCP_Rz,FLANGE_x,FLANGE_y,FLANGE_z,RowDataSensor0,RowDataSensor1,RowDataSensor2,RowDataSensor3,RowDataSensor4,RowDataSensor5,SPI0-0,SPI0-1,SPI0-2,SPI0-3,SPI0-4,SPI0-5,SPI0-6,SPI0-7,SPI1-0,SPI1-1,SPI1-2,SPI1-3,SPI1-4,SPI1-5,SPI1-6,SPI1-7,
Start,0.091843,-0.45479,0.2652,0.777731,-0.00446841,0.484945,0.190846,-0.480607,0.387593,-30.8501,-6.07589,-14.6902,-0.395809,-1.47311,0.0470575,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0918325,-0.454772,0.26519,0.777785,-0.00444594,0.484901,0.190847,-0.480608,0.387592,-30.8008,-5.83057,-14.7547,-0.402807,-1.4616,0.0505776,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0918229,-0.454752,0.265182,0.777842,-0.00441772,0.484857,0.190848,-0.480609,0.387591,-30.7821,-5.61259,-14.6909,-0.395157,-1.45667,0.0533634,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0918229,-0.454752,0.265182,0.777842,-0.00441772,0.484857,0.190848,-0.480609,0.387591,-30.7821,-5.61259,-14.6909,-0.395157,-1.45667,0.0533634,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0918023,-0.454712,0.265165,0.77795,-0.00434621,0.484769,0.19085,-0.480611,0.387589,-30.9116,-6.03585,-14.4265,-0.393624,-1.45166,0.0455097,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0918023,-0.454712,0.265165,0.77795,-0.00434621,0.484769,0.19085,-0.480611,0.387589,-30.9116,-6.03585,-14.4265,-0.393624,-1.45166,0.0455097,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917741,-0.454647,0.26514,0.778114,-0.00418786,0.484665,0.190852,-0.480614,0.387586,-30.6896,-6.87035,-14.3424,-0.315032,-1.44375,0.0373505,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917741,-0.454647,0.26514,0.778114,-0.00418786,0.484665,0.190852,-0.480614,0.387586,-30.6896,-6.87035,-14.3424,-0.315032,-1.44375,0.0373505,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917609,-0.454603,0.265123,0.778214,-0.00408205,0.484607,0.190853,-0.480615,0.387585,-30.9393,-7.69683,-14.2235,-0.250806,-1.4542,0.051322,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917609,-0.454603,0.265123,0.778214,-0.00408205,0.484607,0.190853,-0.480615,0.387585,-30.9393,-7.69683,-14.2235,-0.250806,-1.4542,0.051322,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917532,-0.454556,0.265103,0.778319,-0.00396959,0.484564,0.190854,-0.480616,0.387584,-31.0074,-8.22795,-14.2275,-0.248343,-1.47298,0.0491692,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917467,-0.454534,0.265094,0.778371,-0.00391465,0.484542,0.190855,-0.480617,0.387583,-31.0812,-8.27362,-14.1571,-0.217987,-1.47825,0.0519346,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917433,-0.454511,0.265084,0.778424,-0.00386979,0.484522,0.190856,-0.480618,0.387582,-31.0839,-8.63884,-14.2926,-0.183728,-1.46402,0.0451078,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917433,-0.454511,0.265084,0.778424,-0.00386979,0.484522,0.190856,-0.480618,0.387582,-31.0839,-8.63884,-14.2926,-0.183728,-1.46402,0.0451078,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,0.0917377,-0.454487,0.265076,0.778476,-0.00381902,0.484501,0.190856,-0.480618,0.387582,-31.0756,-8.83905,-14.0827,-0.157548,-1.46087,0.0470571,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
